UI_Number,Summary
53054;The application should help users find and apply for jobs quickly from their mobile devices. The main screen should display a list of job postings, with key information such as job title, company, location, compensation, benefits, and employment type visible at a glance. The app should allow users to filter job postings based on categories like 'Suggested', 'Searches', 'Saved', and 'Applied'. Each job posting should have an 'Apply Now' button to facilitate immediate application. There should also be a 'Dismiss' button for users to remove irrelevant job postings. The app should clearly indicate new job postings with a 'NEW!' label. The design should be clean and easy to navigate, with a prominent menu button and clear labels for each section. The app should have a search functionality, accessible through the magnifying glass icon, to allow users to find specific jobs. The design should use a consistent color scheme and font throughout the application. The expected user experience is that it should be easy to browse jobs and quickly apply for interesting positions.
54377;The application should allow users to create and edit presentations on their mobile devices. Users should be able to create new presentations from scratch or from pre-designed templates. The application should allow users to add, delete, and rearrange slides within a presentation. Users should be able to add and edit text within text boxes on the slides. Double tapping a text box should allow me to edit the text inside it. The application should include basic text editing features, such as font selection, size adjustment, color selection, and alignment options. Users should be able to insert shapes and resize them. The application should allow users to cut, copy, and delete selected elements on a slide. The application should allow users to undo and redo actions. The presentation should be clearly named at the top of the screen. The application should have a clean and intuitive user interface, optimized for mobile devices, with an orange and white color scheme. The application should have a clear 'Done' button to save changes and exit the editing mode.
59370;The application should allow users to search and view job listings. The app must display a list of job postings based on a specific search query and location. Each job listing should show the job title, company name, and location. The application should display how long ago each job posting was published (e.g., 2d, 4d, 5d). The app should have a filter option to refine the job search results. The number of applied filters should be displayed. The app should indicate which job postings the user has already viewed. Users should be able to add new job postings via a button. The design should be clean and easy to navigate, with a clear visual hierarchy for job information. The color scheme should be professional and easy on the eyes.
63575;The application should allow users to search for and find suppliers of vitamin capsules. Users should be able to search for 'Vitamin Capsules' using a prominent search bar. The app should support searching for suppliers across 'All India' by default, with a location filter option. Search results should be displayed in a list format, showing the supplier's name (e.g., Biogem Healthcare), location (e.g., Jhotwara, Jaipur), and price (e.g., ₹50/Piece). Each search result should include a thumbnail image of the vitamin capsules or the supplier's branding. Users should be able to directly 'Call Now' or 'Send Enquiry' to the supplier from the search result listing. The app should have an option to switch the search result display to a 'Grid View.' The design should have a clean and professional look, using a purple and white color scheme. The app should have a menu and a button to request a quote. The app should allow voice input to search for Vitamin Capsules. Users should be able to favorite a search result. The app should list the search results from all over India.
67033;The application should allow users to easily search for job openings. Users must be able to enter a job title or keyword into a search field. The application should allow users to filter job postings by industry or company type. Users should be able to select a preferred work location from a list of options, including specific regions or 'Overseas'. The app should allow filtering by monthly salary range. The interface should have a 'More options' button to reveal additional search filters. The design should be clean and professional, using a blue and white color scheme to convey trustworthiness. The app should be easy to navigate and provide a seamless job search experience.
67044;The application should allow users to easily search for job postings. The app should display past search criteria for quick access. Users must be able to input the job title in a text field. Users should be able to specify the industry or company they are looking for jobs in, using a dropdown selection. Users must be able to specify the location of the job, using a dropdown menu. The app should allow users to specify the salary range they are looking for, using a dropdown selection. There should be a 'More options' section which expands to reveal more search filters. The app should have a prominent 'Search' button to initiate the job search. There should be a 'Clear all' button to reset the search criteria. The design should be clean and easy to navigate, with a blue and white color scheme and clear typography.
9007;The application should allow new users to create an account. The account creation process should be presented in a step-by-step manner, indicating the current step (e.g., '1/5'). The application should require users to input their name, last name, email address, and password. The password field should have a minimum length requirement (e.g., 8 characters). A 'Show' button should be available to allow users to view the password they entered. The application should display a security level indicator for the password. The application should clearly state that by continuing, users agree to the terms of use and email policy. There must be a 'Continue' button to proceed to the next step of the account creation process. The application should highlight fields with errors, with visual cues such as red underlines and an error message at the top, instructing users to correct the errors. There should be a link at the bottom of the screen for users who already have an account, allowing them to log in. The design should use a clear, easy-to-read font and a color scheme with blue and red accents. The overall user experience should be straightforward and guide users through the registration process smoothly.
67044;The application should allow users to easily search for job postings. The app should allow users to see their past search criteria. Users must be able to search for jobs by keywords, such as job title (e.g., 'hr executive'). The application must allow users to filter jobs by industry (e.g., 'Architectural Services'). Users must be able to filter jobs by location (e.g., 'Bukit Panjang'). The application should allow filtering by salary range (e.g., 'Monthly S$ 0 to 26,000+'). The application should have a 'More options' feature for additional filtering. There should be a prominent 'Search' button to initiate the job search. The app should have a 'Clear all' button to reset the search criteria. The design should be clean and easy to navigate, with a professional and trustworthy look. The color scheme uses blues and oranges.
9015;The application should allow users to easily find job postings. The app should display a list of available job offers. Each job listing should show the job title, company name, and location. For each job posting, the app must show how long ago the job was posted (e.g., 'Hace 6 horas'). Users should be able to filter job postings by various criteria using a 'Filtrar' (Filter) button. Users should be able to sort job postings by 'Población' (Population), 'Estudios' (Studies), and 'Experiencia' (Experience). The application should display the total number of job postings published within the last 24 hours. Users should be able to search for specific job postings. The app should allow users to select from 'Todas las categorías' (All categories) of jobs. The design should be clean and easy to navigate, with a color scheme similar to the provided screenshot.
67045;The application should allow users to search for job opportunities based on keywords, industry, and location. Users should be able to enter a job title or keyword in a search field. The application should allow users to select an industry from a dropdown menu. The system needs to have location-based search functionality. Users should be able to select a general location (e.g., North, East, West) or a specific region within that location. The application should display location options in a hierarchical structure (e.g., Region -> Sub-region). The design should be clean, professional, and easy to navigate, with a focus on efficient job searching. The color scheme should be consistent and visually appealing. The app should have a 'New Search' heading prominently displayed at the top of the search form. The overall user experience should be intuitive, enabling users to quickly find relevant job postings.
69587;The application should function as a mobile email client. The main screen should display an inbox with a list of emails. Each email in the list should show the sender's name, subject, and a snippet of the email body. Each email should also display the time it was received and a star icon to mark emails as important or favorite. The app should allow users to select emails by tapping on the sender's image/icon on the left side of the email listing. The application should have a compose button located at the bottom right corner. The inbox should have a search function to quickly find specific emails. The design should use a clear and readable font, with sender icons that display the sender's initials in a colored circle. The color scheme should be bright and friendly, with an orange header and a predominantly white background for the email list. The app should have a side menu, accessible via a hamburger icon in the top left, for navigation to other email folders/settings. The top right should feature a search icon. The app should have a consistent look and feel across all screens, following standard mobile UI conventions for ease of use. The app should allow the user to select a message to delete it. The application should have a floating compose email action button.
